Make,Model,Year,Price,Mileage,Body_Type,Cylinders,Transmission,Fuel_Type,Color,Location
nissan,rogue,2012,135254,171242,SUV,4,Automatic Transmission,Gasoline,Grey, Sharjah
ford,mustang,2012,70087,138186,Coupe,6,Automatic Transmission,Gasoline,Red, Ajman
land-rover,range-rover-sport,2014,50821,107815,Other,8,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,g-class,2014,1199184,85922,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
cadillac,escalade,2018,486151,209353,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai
toyota,hiace,2020,113598,108181,Pick Up Truck,6,Manual Transmission,Gasoline,White, Ajman
mercedes-benz,g-class,2006,1001866,290699,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai
audi,s3rs3,2018,86131,256391,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
dodge,challenger,2024,108131,175134,Coupe,8,Automatic Transmission,Gasoline,Grey, Dubai
mazda,3,2012,43049,98917,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
land-rover,range-rover-velar,2021,157585,122429,SUV,4,Automatic Transmission,Gasoline,White, Dubai
chevrolet,traverse,2013,23162,240838,SUV,6,Automatic Transmission,Gasoline,White, Dubai
porsche,cayenne,2019,365698,270237,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi
honda,cr-v,2007,77234,256546,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
toyota,hilux,2008,57455,161136,Pick Up Truck,4,Automatic Transmission,Gasoline,White, Dubai
nissan,pickup,2018,33630,148750,SUV,4,Manual Transmission,Gasoline,White, Sharjah
ferrari,f8-tributo,2023,1540631,88873,Coupe,8,Automatic Transmission,Gasoline,White, Dubai
audi,a8,2023,67287,68592,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai
lexus,ls-series,2006,24727,21377,Sedan,8,Automatic Transmission,Gasoline,Silver, Ras Al Khaimah
mercedes-benz,a-class,2013,100052,229025,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,s-class,2019,59613,60343,Sedan,6,Automatic Transmission,Gasoline,Silver, Ajman
toyota,tundra,2017,194105,243273,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Sharjah
chevrolet,malibu,2008,33938,157419,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
bmw,x5,2005,58803,74536,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
lamborghini,urus,2016,1653546,23110,SUV,8,Automatic Transmission,Gasoline,Yellow, Dubai
audi,a6,2023,33477,103061,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
bmw,5-series,2016,56367,225426,Sedan,4,Automatic Transmission,Gasoline,Blue, Abu Dhabi
bmw,6-series,2010,27332,191388,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai
volkswagen,passat,2013,32655,14011,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
infiniti,q80,2022,107139,240222,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
toyota,prado,2008,187205,182808,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,cls-class,2006,51494,41992,Sedan,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi
mercedes-benz,s-class-coupe,2018,296977,129579,Sports Car,8,Automatic Transmission,Gasoline,White, Sharjah
nissan,patrol,2012,174831,183838,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,e-class,2022,68918,71676,Sedan,6,Automatic Transmission,Gasoline,Brown, Dubai
lamborghini,huracan,2015,830967,139244,Coupe,10,Automatic Transmission,Gasoline,Green, Dubai
land-rover,lr3,2024,34872,281880,SUV,6,Automatic Transmission,Gasoline,Red, Dubai
infiniti,jxseries,2013,42235,65343,SUV,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi
infiniti,q60,2023,81250,147985,SUV,6,Automatic Transmission,Gasoline,White, Dubai
hyundai,santa-fe,2005,17487,282115,SUV,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi
land-rover,range-rover,2024,678836,237947,SUV,8,Automatic Transmission,Gasoline,White, Dubai
mitsubishi,pajero,2014,60240,115869,Sedan,6,Automatic Transmission,Gasoline,White, Sharjah
mercedes-benz,c-class,2020,154534,295227,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
jeep,wrangler-unlimited,2008,391818,14319,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai
bmw,x3,2021,226614,31731,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai
jeep,grand-cherokee,2009,232378,72797,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
nissan,patrol,2008,149605,56252,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi
mercedes-benz,s-class,2010,61012,229449,Sedan,6,Automatic Transmission,Gasoline,Brown, Dubai
land-rover,range-rover-sport,2020,56692,63085,SUV,8,Automatic Transmission,Gasoline,White, Dubai
hummer,h3,2007,26679,85884,SUV,8,Automatic Transmission,Gasoline,Other Color, Dubai
mercedes-benz,glc,2007,108536,247168,SUV,4,Automatic Transmission,Gasoline,Black, Sharjah
ferrari,599,2018,652863,27275,Sports Car,8,Automatic Transmission,Gasoline,Red, Dubai
bmw,6-series,2021,99119,275149,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai
jeep,grand-cherokee,2024,80137,80029,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai
bentley,continental-flying-spur,2017,144148,104575,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai
bentley,bentayga,2014,828065,10979,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
bmw,5-series,2019,59397,235328,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah
mercedes-benz,g-class,2015,1146745,208128,SUV,8,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2013,139248,183172,SUV,6,Manual Transmission,Gasoline,Black, Dubai
dodge,ram,2022,435967,267236,Pick Up Truck,10,Automatic Transmission,Gasoline,Grey, Dubai
porsche,carrera,2022,402937,19300,Sports Car,6,Automatic Transmission,Gasoline,Grey, Sharjah
nissan,sentra,2024,50890,152050,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2012,122955,171036,SUV,6,Automatic Transmission,Gasoline,Beige, Abu Dhabi
ford,f-series-pickup,2009,84799,68687,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi
audi,s7rs7,2007,512596,295758,Sports Car,8,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,c-class,2009,150261,283648,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
land-rover,range-rover,2024,28038,152718,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai
bentley,bentayga,2021,475282,32103,SUV,12,Automatic Transmission,Gasoline,Gold, Dubai
mini,cooper,2011,85706,225344,Coupe,4,Automatic Transmission,Gasoline,Red, Dubai
jeep,wrangler,2008,125950,184764,SUV,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi
toyota,land-cruiser,2007,135027,223437,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
land-rover,range-rover,2013,386641,154652,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai
chevrolet,pickup,2011,34182,132707,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,v-class,2023,365635,283841,Van,4,Automatic Transmission,Gasoline,Black, Dubai
audi,a6,2009,50734,120968,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,g-class,2009,245266,216154,SUV,8,Automatic Transmission,Gasoline,White, Dubai
jeep,grand-cherokee,2010,23041,277967,SUV,6,Automatic Transmission,Gasoline,Red, Sharjah
mercedes-benz,g-class,2022,665561,205732,SUV,8,Automatic Transmission,Gasoline,White, Dubai
bmw,3-series,2016,146584,71702,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
porsche,cayenne,2017,345993,86012,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
audi,s7rs7,2011,202581,297732,Sedan,6,Automatic Transmission,Gasoline,White, Abu Dhabi
mercedes-benz,e-class,2016,57994,68722,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
chevrolet,tahoe,2010,196977,256479,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah
bmw,x5,2024,80758,166593,SUV,6,Automatic Transmission,Gasoline,White, Dubai
lotus,evora,2021,182937,135445,Sports Car,6,Automatic Transmission,Gasoline,White, Dubai
volkswagen,polo,2008,16629,165977,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
ford,explorer,2007,89537,22928,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
nissan,murano,2015,22462,257511,SUV,6,Automatic Transmission,Gasoline,Brown, Sharjah
bmw,5-series,2021,69220,59575,Sedan,6,Automatic Transmission,Gasoline,Beige, Dubai
toyota,tundra,2005,106471,14564,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai
honda,accord,2019,44608,209137,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai
audi,a8,2006,123516,273099,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,cla,2014,99376,227352,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
bentley,continental-gt,2005,220136,280668,Coupe,12,Automatic Transmission,Gasoline,Blue, Dubai
bmw,7-series,2016,45044,262164,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
chevrolet,captiva,2015,68516,244265,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai
jeep,wrangler-unlimited,2021,255755,273182,SUV,6,Automatic Transmission,Gasoline,Other Color, Dubai
toyota,hilux,2018,90549,134693,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai
ford,f-series-pickup,2014,67832,128164,Pick Up Truck,8,Automatic Transmission,Gasoline,Other Color, Dubai
mercedes-benz,s-class,2017,215442,251182,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai
cadillac,ctscatera,2021,36867,22295,Coupe,6,Automatic Transmission,Gasoline,White, Sharjah
nissan,altima,2024,27126,139547,Sedan,4,Automatic Transmission,Gasoline,Silver, Sharjah
hyundai,elantra,2006,32491,62443,Sedan,4,Automatic Transmission,Gasoline,White, Ajman
ferrari,scaglietti,2017,297912,74211,Coupe,12,Automatic Transmission,Gasoline,Blue, Dubai
mercedes-benz,cls-class,2008,88942,148848,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class,2023,726516,130267,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai
ford,other,2016,119077,200578,Other,6,Automatic Transmission,Gasoline,White, Sharjah
land-rover,lr4,2008,45010,160139,SUV,6,Automatic Transmission,Gasoline,Red, Abu Dhabi
jeep,grand-cherokee,2022,21400,70611,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
nissan,maxima,2022,55219,193575,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
bentley,continental-gt,2016,710018,33078,Van,12,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,gls-class,2021,371082,199362,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
nissan,micra,2018,41300,143574,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai
lexus,lx600,2024,736795,269089,SUV,6,Automatic Transmission,Gasoline,White, Dubai
land-rover,range-rover,2020,192824,12633,SUV,8,Automatic Transmission,Gasoline,White, Dubai
dodge,charger,2008,133542,220273,Coupe,8,Automatic Transmission,Gasoline,Black, Sharjah
toyota,land-cruiser,2015,169218,288131,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
hyundai,santa-fe,2023,48030,239551,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
toyota,land-cruiser-76-series,2014,112198,250950,Pick Up Truck,6,Manual Transmission,Gasoline,White, Dubai
mercedes-benz,cls-class,2007,33229,196685,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
chevrolet,tahoe,2019,114285,56792,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
mazda,6,2010,16211,282567,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
porsche,carrera,2006,660572,159569,Coupe,6,Automatic Transmission,Gasoline,Green, Dubai
mercedes-benz,glc,2022,162874,161773,Crossover,4,Automatic Transmission,Gasoline,Black, Dubai
audi,q8,2011,543250,192052,SUV,8,Automatic Transmission,Gasoline,White, Dubai
toyota,land-cruiser,2023,140217,71255,SUV,8,Automatic Transmission,Gasoline,Black, Abu Dhabi
jeep,grand-cherokee,2014,107512,277517,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
mitsubishi,asx,2011,41677,154005,SUV,4,Automatic Transmission,Gasoline,White, Dubai
volkswagen,touareg,2018,97453,44931,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,s-class,2024,45911,251095,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
mini,countryman,2006,93337,156964,Hatchback,4,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,cls-class,2009,52144,139435,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi
mercedes-benz,slk-class,2020,25318,207812,Hard Top Convertible,6,Automatic Transmission,Gasoline,Silver, Dubai
rolls-royce,cullinan,2015,2412691,209688,SUV,12,Automatic Transmission,Gasoline,Black, Dubai
nissan,navara,2023,44175,63797,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai
nissan,tiida,2021,28351,134334,Hatchback,4,Automatic Transmission,Gasoline,Silver, Dubai
ford,expedition,2012,90484,234958,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,e-class,2008,46000,144225,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
audi,q2,2005,98455,120849,Crossover,4,Automatic Transmission,Electric,White, Dubai
toyota,rav-4,2007,140395,157956,SUV,4,Automatic Transmission,Gasoline,Green, Dubai
toyota,hilux,2011,70030,187457,Pick Up Truck,4,Automatic Transmission,Gasoline,White, Dubai
ford,f-series-pickup,2012,146209,182410,Pick Up Truck,6,Manual Transmission,Gasoline,Red, Dubai
nissan,patrol,2005,139683,103162,SUV,6,Automatic Transmission,Gasoline,Gold, Abu Dhabi
mercedes-benz,gle-class,2013,456806,131523,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
gmc,sierra,2024,69711,157890,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai
toyota,land-cruiser,2024,119539,170416,Utility Truck,6,Manual Transmission,Diesel,White, Dubai
infiniti,qx70,2005,129947,88498,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,s-class,2022,322530,289056,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,glc,2012,192113,10271,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai
bmw,x5,2018,48279,154207,SUV,6,Automatic Transmission,Gasoline,Brown,Abu Dhabi
land-rover,range-rover,2024,222044,33480,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
nissan,patrol,2005,233671,245148,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
audi,rs6,2018,642386,225705,Hatchback,6,Automatic Transmission,Gasoline,Black, Dubai
nissan,other,2024,25520,269331,Pick Up Truck,4,Manual Transmission,Diesel,White, Dubai
honda,accord,2020,33902,93320,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class,2017,149686,240464,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai
toyota,land-cruiser,2011,181256,267505,SUV,6,Automatic Transmission,Gasoline,White, Dubai
porsche,cayenne,2024,252108,31721,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai
bentley,continental-gt,2012,597907,113567,Soft Top Convertible,12,Automatic Transmission,Gasoline,Other Color, Dubai
mercedes-benz,e-class,2011,61365,16731,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class,2014,65608,223859,Sedan,12,Automatic Transmission,Gasoline,Silver, Dubai
chevrolet,camaro,2008,66015,271120,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai
nissan,maxima,2021,82244,104278,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
jaguar,xf,2021,89778,296825,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
toyota,sienna,2013,41819,37230,Van,6,Automatic Transmission,Gasoline,Grey, Ajman
bmw,z4,2005,75054,163394,Coupe,6,Manual Transmission,Gasoline,White, Dubai
toyota,fj-cruiser,2023,82572,51067,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
toyota,hilux,2009,126234,111214,Pick Up Truck,4,Automatic Transmission,Gasoline,White, Dubai
maserati,quattroporte,2015,104611,174190,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai
audi,q7,2012,85827,83246,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,e-class,2007,135062,213364,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
toyota,fortuner,2015,23669,297364,SUV,6,Automatic Transmission,Gasoline,Red, Dubai
mercedes-benz,c-class,2022,40093,111709,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
jeep,wrangler,2020,166787,112805,Other,6,Automatic Transmission,Gasoline,Black, Abu Dhabi
rolls-royce,cullinan,2007,1753253,173681,SUV,12,Automatic Transmission,Gasoline,Black, Dubai
lexus,gs-series,2018,89723,34807,Sedan,6,Automatic Transmission,Gasoline,Red, Dubai
porsche,cayenne,2020,95968,103137,SUV,8,Automatic Transmission,Gasoline,White, Dubai
isuzu,other,2015,29507,14446,Van,4,Manual Transmission,Diesel,White, Sharjah
nissan,armada,2024,21134,36871,Van,8,Automatic Transmission,Gasoline,White, Sharjah
cadillac,escalade,2005,141365,112021,SUV,8,Automatic Transmission,Gasoline,White, Dubai
nissan,altima,2006,29408,41605,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,cla,2023,175866,30974,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
tesla,model-s,2014,240114,271614,Sedan,4,Automatic Transmission,Electric,White,Abu Dhabi
bmw,x5,2019,117170,251843,SUV,8,Automatic Transmission,Gasoline,White, Dubai
hyundai,tucson,2022,71762,214470,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
nissan,maxima,2017,42476,135546,Sedan,6,Automatic Transmission,Gasoline,Silver, Sharjah
nissan,x-trail,2007,54289,229647,Crossover,4,Automatic Transmission,Gasoline,Silver, Dubai
toyota,prado,2019,100251,145787,SUV,6,Automatic Transmission,Gasoline,White, Dubai
jeep,wrangler,2024,53402,147371,SUV,6,Manual Transmission,Gasoline,White, Dubai
rolls-royce,cullinan,2018,2108991,232400,SUV,12,Automatic Transmission,Gasoline,Black, Dubai
chevrolet,tahoe,2011,106924,256445,SUV,8,Automatic Transmission,Gasoline,White, Dubai
land-rover,range-rover-sport,2006,287006,192346,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
land-rover,range-rover-evoque,2011,207800,122357,Soft Top Convertible,4,Automatic Transmission,Gasoline,Orange, Dubai
mercedes-benz,e-class,2024,46293,127970,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
mitsubishi,lancer,2012,28953,163122,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
honda,city,2009,45589,204404,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
lexus,lx600,2010,785350,112823,SUV,8,Automatic Transmission,Gasoline,White, Dubai
ford,expedition,2015,151376,70654,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
toyota,prado,2012,78636,194105,SUV,4,Automatic Transmission,Gasoline,White, Abu Dhabi
ford,f-series-pickup,2006,78182,28868,Pick Up Truck,8,Automatic Transmission,Gasoline,Green, Dubai
porsche,cayenne,2014,95208,291446,SUV,8,Automatic Transmission,Gasoline,White, Dubai
jaguar,f-type,2012,178872,292537,Soft Top Convertible,8,Automatic Transmission,Gasoline,Red, Dubai
mercedes-benz,s-class,2016,136543,112745,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
audi,q3,2012,40249,214797,SUV,4,Manual Transmission,Gasoline,Gold, Dubai
ferrari,roma,2023,1272305,111225,Coupe,8,Automatic Transmission,Gasoline,Red, Dubai
bmw,m6,2007,106799,255926,Soft Top Convertible,8,Automatic Transmission,Gasoline,Blue, Dubai
toyota,hiace,2011,54612,63907,Van,4,Manual Transmission,Gasoline,White, Sharjah
chevrolet,silverado,2016,187519,295691,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai
cadillac,xt4,2020,132410,289374,SUV,4,Automatic Transmission,Gasoline,White, Dubai
rolls-royce,ghost,2008,507721,278346,Sedan,12,Automatic Transmission,Gasoline,White, Dubai
gmc,acadia,2013,17794,271401,SUV,6,Automatic Transmission,Gasoline,White, Sharjah
nissan,patrol,2022,126007,162464,SUV,8,Automatic Transmission,Gasoline,White, Dubai
chevrolet,camaro,2015,204500,122524,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai
land-rover,range-rover-sport,2005,47486,161635,SUV,8,Automatic Transmission,Gasoline,White, Dubai
audi,s3rs3,2012,139118,130743,Sedan,4,Automatic Transmission,Gasoline,Black, Abu Dhabi
ferrari,california-t,2022,493660,291280,Hard Top Convertible,8,Automatic Transmission,Gasoline,Grey, Dubai
toyota,land-cruiser,2008,449120,158143,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
toyota,prado,2006,68344,223486,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,cls-class,2010,419429,246989,Coupe,4,Automatic Transmission,Gasoline,White, Dubai
toyota,highlander,2019,68321,177760,SUV,6,Automatic Transmission,Gasoline,Burgundy, Dubai
hyundai,santa-fe,2011,50260,121712,SUV,4,Automatic Transmission,Gasoline,White, Sharjah
mitsubishi,pajero,2018,44658,92870,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
volkswagen,tiguan,2022,104076,109841,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai
lincoln,navigator,2009,320606,105581,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
cadillac,escalade,2020,177623,171668,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
porsche,carrera,2005,408719,160027,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai
jeep,grand-cherokee,2020,131773,72238,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
honda,civic,2024,22323,138248,Sedan,4,Automatic Transmission,Gasoline,Brown, Dubai
toyota,corolla,2018,13911,82431,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai
mercedes-benz,gl-class,2016,37105,116221,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi
land-rover,range-rover-sport,2011,21662,61835,Sports Car,8,Automatic Transmission,Gasoline,Silver, Sharjah
ford,pickup,2017,190705,238386,Pick Up Truck,8,Automatic Transmission,Gasoline,Grey, Al Ain
mercedes-benz,a-class,2024,50303,99798,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai
nissan,navara,2018,47541,279731,Pick Up Truck,4,Manual Transmission,Gasoline,White, Abu Dhabi
bmw,4-series,2022,166604,149752,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah
maybach,other,2011,674159,281817,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,e-class,2024,77542,60587,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
bentley,mulsanne,2009,911483,284976,Sedan,12,Automatic Transmission,Gasoline,Blue, Dubai
cadillac,xt5,2018,76077,74052,SUV,6,Automatic Transmission,Gasoline,Red, Dubai
bmw,7-series,2014,305228,50981,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi
toyota,aurion,2009,41864,31012,Sedan,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi
tesla,model-3,2020,183454,262914,Sedan,4,Automatic Transmission,Electric,Black, Abu Dhabi
mercedes-benz,s-class,2009,754715,173714,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai
audi,e-tron,2012,364402,240869,Sedan,4,Automatic Transmission,Electric,White, Dubai
ford,expedition,2014,206286,223648,SUV,6,Automatic Transmission,Gasoline,White, Dubai
honda,odyssey,2016,23195,206151,Sedan,4,Automatic Transmission,Gasoline,Black,Sharjah
ford,flex,2018,22707,38517,SUV,6,Automatic Transmission,Gasoline,Burgundy, Sharjah
mercedes-benz,e-class,2012,48650,221192,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
gmc,sierra,2024,81859,171272,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
hyundai,elantra,2024,30141,124295,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
toyota,prado,2008,67486,202525,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
bmw,m4,2014,203166,127840,Sports Car,6,Automatic Transmission,Gasoline,Black, Dubai
toyota,camry,2006,20565,215248,Sedan,6,Automatic Transmission,Gasoline,Blue,Abu Dhabi
audi,q8,2016,734967,237530,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
porsche,cayenne,2009,1101111,72460,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
bmw,7-series,2019,352262,190754,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai
nissan,patrol,2018,165405,104139,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
jaguar,xf,2007,24058,26820,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai
porsche,carrera,2022,454202,108710,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai
lamborghini,huracan,2010,1759069,237151,Soft Top Convertible,10,Automatic Transmission,Gasoline,Green, Dubai
nissan,sunny,2011,17117,288066,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
porsche,cayenne,2011,573921,233400,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai
lamborghini,urus,2017,1024301,191958,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai
honda,accord,2017,30974,14869,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
porsche,panamera,2012,127179,26183,Sedan,6,Automatic Transmission,Gasoline,Red, Dubai
kia,rio,2005,39990,161616,Hatchback,4,Automatic Transmission,Gasoline,Silver, Dubai
maserati,ghibli,2017,302282,78475,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
maserati,granturismo,2011,159845,61830,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai
lexus,ls-series,2024,44856,179094,Sedan,8,Automatic Transmission,Gasoline,Grey, Abu Dhabi
alfa-romeo,giulia,2012,132408,122922,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai
porsche,cayman,2010,434304,264819,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai
volvo,xc60,2020,169226,200927,SUV,4,Automatic Transmission,Gasoline,White, Dubai
audi,a4,2006,30168,230805,Sedan,4,Automatic Transmission,Gasoline,Green, Dubai
kia,stinger,2015,137097,180185,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
bmw,x1,2016,117580,132754,SUV,4,Automatic Transmission,Gasoline,Brown, Dubai
volvo,other,2023,60815,196118,Coupe,4,Manual Transmission,Gasoline,Black, Dubai
chevrolet,silverado,2010,92520,219616,Other,8,Automatic Transmission,Gasoline,Black, Abu Dhabi
porsche,cayenne,2006,142285,265544,Other,8,Automatic Transmission,Gasoline,White, Dubai
toyota,86,2020,39214,167637,Coupe,4,Manual Transmission,Gasoline,White, Dubai
infiniti,qx70,2008,50952,297259,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
genesis,g90,2015,140387,31447,Sedan,6,Automatic Transmission,Gasoline,Grey, Ajman
maserati,ghibli,2019,188785,116990,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
rolls-royce,wraith,2006,967423,157391,Coupe,12,Automatic Transmission,Gasoline,Red, Dubai
kia,carnival,2024,66980,188750,Wagon,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,e-class,2021,376090,273401,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
